SensorID,SessionDurationMean,SessionBytesMean,SleepTimeMean,SleepTimeVariance
3.0,0.0384497040252707,2088,3.249177442104883,0.8140156744033704
2.0,0.0204494032054794,2259,24.19317429263889,687.1465284391641
6.0,0.0210053591034482,2273,62.94858784335714,75.58195319926637
4.0,0.0144860741999999,2213,301.2606232165,315430.2305065531
1.0,0.020889759,2273,1800.0,0.0
7.0,0.0189579617272727,2188,77.13543499085715,17346.853534137066
5.0,0.0410633085,2191,0.243531704,0.0
3.0,0.0372822297197106,2087,3.248926079358696,0.845869310467899
2.0,0.0210303640410958,2259,24.38804699645833,709.0101875618184
4.0,0.02707874775,2197,28.00038607933333,2348.329006456588
6.0,0.0179808051111111,2277,65.28013914365387,1.537074620796119e-05
7.0,0.0231444653846153,2190,71.58169772225001,11632.762696584028
1.0,0.015954017,2273,1800.0,0.0
3.0,0.0355888194838709,2088,3.23000619783842,0.828638248074525
6.0,0.0173065406428571,2277,65.21864586407408,0.1397391586125956
2.0,0.0210525925405405,2256,23.86167632064384,714.5246262641796
5.0,0.0184288025,2191,0.280172587,0.0
4.0,0.015671491,2274,1800.0,0.0
7.0,0.017257452,2271,1800.0,0.0
3.0,0.0365151657563176,2087,3.248814021916817,0.832783447071663
2.0,0.0197779468860759,2245,22.414306900435893,621.7300360413205
6.0,0.0174503061481481,2277,65.2797288986923,3.62379272259762e-05
1.0,0.012693405,2273,1800.0,0.0
4.0,0.022031069,2274,1800.0,0.0
5.0,0.0302540065,2191,0.234341144,0.0
3.0,0.0357142837896613,2088,3.2080328298464287,0.7276279496525643
6.0,0.01777278525,2277,65.20879318985186,0.1365644543893015
2.0,0.0191305316962025,2245,22.459384551410253,639.957974264592
7.0,0.019853353,2271,1800.0,0.0
1.0,0.020211935,2273,1800.0,0.0
3.0,0.035912860322064,2087,3.2064372753725494,0.7628493828833415
2.0,0.0208631242987013,2244,22.98017066717105,696.0398954519327
6.0,0.0176511406785714,2277,65.20916556425927,0.1362256386246367
4.0,0.009204626,2274,1800.0,0.0
5.0,0.0206278565,2191,0.237008095,0.0
7.0,0.019600153,2271,1800.0,0.0
3.0,0.0358305105655296,2088,3.227690675705036,0.8521592664647873
2.0,0.0210067796024096,2237,21.346331497524396,680.6646723440113
6.0,0.0172691255925925,2277,65.29650287442307,0.0071860843250726
1.0,0.021998167,2273,1800.0,0.0
4.0,0.015606642,2274,1800.0,0.0
3.0,0.0362048446347197,2088,3.2554340388478265,0.8601798409152948
2.0,0.020740303125,2228,20.338023199436783,585.8931909354801
6.0,0.0181848405714285,2277,65.19560003277779,0.1937218793800824
7.0,0.022003413,2271,1800.0,0.0
5.0,0.026416302,2191,0.237189293,0.0
1.0,0.014690161,2273,1800.0,0.0
3.0,0.0362036911827957,2087,3.2253184588222625,0.7554559611713036
2.0,0.0201333033246753,2250,23.104035647302627,672.1458342497832
6.0,0.0186810405185185,2277,65.28016446184616,8.28233734802032e-06
4.0,0.01812768,2274,1800.0,0.0
7.0,0.017532587,2271,1800.0,0.0
3.0,0.0382643861882556,2087,3.107081617038063,0.7809087338839107
6.0,0.0185252087142857,2277,65.27996746699999,1.5968232668222945e-05
2.0,0.0200233366623376,2244,22.34117835760527,699.5448940943338
1.0,0.016242266,2273,1800.0,0.0
5.0,0.0118858815,2191,0.233901262,0.0
4.0,0.019891262,2274,1800.0,0.0
3.0,0.0358742156806722,2086,3.024426077350169,0.7747018655865593
2.0,0.0205493168904109,2258,24.37369315823611,714.680464100473
6.0,0.0188300962962962,2277,65.27991001423077,8.026483792287287e-06
7.0,0.014242173,2271,1800.0,0.0
1.0,0.017044306,2273,1800.0,0.0
3.0,0.0448067024455611,2087,3.0186131296543626,0.8646837151646477
6.0,0.0183911835,2277,65.2800479818148,2.9741896003674856e-05
2.0,0.0205644150263157,2251,23.42749819437333,579.9911714937266
5.0,0.02524674,2191,0.235378505,0.0
4.0,0.018042564,2274,1800.0,0.0
7.0,0.01363492,2271,1800.0,0.0
3.0,0.0358831824948275,2086,3.100704052286701,0.7762975356926906
6.0,0.0182326350714285,2277,65.28023381585186,1.1396002062429075e-05
2.0,0.0197575420689655,2225,20.237336125488373,302.51141187857166
1.0,0.015373468,2273,1800.0,0.0
4.0,0.018485546,2274,1800.0,0.0
3.0,0.0813387056857639,2088,3.1213779374834787,0.943410018324396
2.0,0.0192218512875,2243,22.220651499835444,520.1754614027627
5.0,0.025498629,2191,0.237287998,0.0
6.0,0.0187340135185185,2277,65.2800384393077,2.138783430225636e-05
7.0,0.019537449,2271,1800.0,0.0
1.0,0.012597561,2273,1800.0,0.0
3.0,0.0360222298544839,2086,3.044931764522034,0.8007299104837484
6.0,0.0187682424642857,2277,65.2801294061852,1.2216332607409655e-05
2.0,0.0202022414868421,2251,23.416411717733336,546.1089680352909
4.0,0.014734983,2274,1800.0,0.0
5.0,0.024653673,2191,0.236984968,0.0
7.0,0.019665717,2271,1800.0,0.0
6.0,0.0228637168620689,2269,62.29616846357145,153.93059992593473
3.0,0.0925645219142857,2087,3.025596094855219,0.7894366924343215
2.0,0.0183760303287671,2258,24.28340825106945,627.0213896714748
1.0,0.019909859,2273,1800.0,0.0
4.0,0.008953333,2274,1800.0,0.0
3.0,0.0372223950658783,2086,3.044333261483926,0.7482568051909004
6.0,0.024996580548387,2266,58.75219494500001,264.1155767613125
2.0,0.0181053537714285,2260,24.494042555492754,569.3960988509723
7.0,0.014652014,2271,1800.0,0.0
1.0,0.02000475,2273,1800.0,0.0
5.0,0.0248953105,2191,0.234251738,0.0
3.0,0.0360030765439189,2087,3.036881308064298,1.3040207794621232
2.0,0.0200201073472222,2261,25.012318779042257,657.3641267452136
6.0,0.0202303590344827,2273,62.81143501825,73.38049703335199
4.0,0.020814895,2274,1800.0,0.0
7.0,0.024929523,2271,1800.0,0.0
3.0,0.0360972238591304,2088,3.1287559117177706,0.7940393076875816
2.0,0.0201048194492753,2269,25.836926968661764,811.8306645738655
6.0,0.0186644926296296,2277,65.27996691373077,0.0001568346415209
1.0,0.022258043,2273,1800.0,0.0
5.0,0.021007895,2191,0.242272138,0.0
4.0,0.020230055,2274,1800.0,0.0
3.0,0.0363662485101694,2086,3.053473919478778,0.8323915498777631
6.0,0.0205201937931034,2273,62.948647618285726,96.7315039490948
2.0,0.0201526539857142,2266,25.448492426811598,757.1761686062628
7.0,0.021459103,2271,1800.0,0.0
1.0,0.016931057,2273,1800.0,0.0
3.0,0.0516067807777777,2087,3.029038079875211,0.8262619544309721
2.0,0.018267781,2268,25.595864194803028,727.4769183452322
6.0,0.0185891875555555,2277,65.28010919461539,1.448536018835936e-05
4.0,0.021834135,2274,1800.0,0.0
5.0,0.0210648775,2191,0.233119011,0.0
